,IMO No,_id,上层建筑及甲板室,下次特检日期,主机型式*数量,主机建造厂,主机建造时间,主机缸数*缸径*功率*转速,净吨位,压载,发电机*功率*电压*数,各货舱容积,垂线间长,型宽,型深,干舷,平均吃水,总吨位,曾用名,甲板层数,管理公司,舱口数及舱口尺度,舱壁数,船东,船体入级符号,船体附加标志,船名(中文),船名(英文),船旗国,船籍港,船舶呼号,船舶建造厂,船舶建造地点,船舶建造时间,船舶总长,船舶登记号/船检号,船舶类型及用途,船速,货舱总容积,货舱数,"起货设备类型,安全负荷,数量",轮机入级符号,轮机附加标志,载重吨,重大改建情况,重大改建部位的建造日期,锅炉建造厂,锅炉建造时间,锅炉数*压力*受热面积,集装箱数*规格
3064,9754915,5db8537e5235e727f05583a7,"Deckhouse:17.6,Forecastle:13.05",2022/7/5,MAN B&W 5G50ME-B9.5*1;,"Doosan Engine Co.,Ltd.",2015/10/21,5*500*6650*97,"13,118",14171,FE547B-8*660*450*3;,"CARGO HOLD 1*(G8536.80)*(B8276.80)
;CARGO HOLD 2*(G12700.60)*(B12350.80)
;CARGO HOLD 3*(G12292.00)*(B11951.50)
;CARGO HOLD 4*(G12694.90)*(B12341.80)
;CARGO HOLD 5*(G11529.20)*(B11215.40)",181.7,31,16,5525,9.5,"27,781",,1；Upper deck,Navigation Maritime Bulgare,4*21.6×19.2; 1*14.4×19.2,"6；Fr.No.33,69,108,147,186,219",Rila Maritime Ltd.,★_CSA,"BC-A(Holds Nos. 2&4 may be Empty);CM;CSR;ESP;Grab( 20 );Ice Class B3(dmax.f=10.80m,dmax.c=10.80m,dmax.a=10.80m,dmin.f=4.10m,dmin.c=5.26m,dmin.a=6.40m,PB=5230Kw);In-Water Survey;Loading Computer (S, I, G);PSPC(B,D)",,RILA,Malta,Valletta,9HA4496,"Jiangsu Hongqiang Marine Heavy Industry Co.,Ltd.",China,2017/7/6,185,17A0131,Bulk Carrier,16,56136.30/57753.50 M3,5,,★_CSM_,AUT-0;BWMS;GPR;SCM,"41,536",,,Alfa Laval Aalborg A/S,,1*0.9*17/228 m2,
3065,9740122,5db8537f5235e727f05583a8,"Deckhouse:21.24,Forecastle:13.14",2022/10/18,5S60ME-C.8.2*1;,"Yichang Marine Diesel Engine Co.,Ltd",2016/7/19,5*600*8050*89,"21,596",33088,FE 547A-8*600*450*3;,"NO.1 CARGO HOLD*(G13921.70)
;NO.2 CARGO HOLD*(G17660.70)
;NO.3 CARGO HOLD*(G15301.60)
;NO.4 CARGO HOLD*(G15815.10)
;NO.5 CARGO HOLD*(G15943.30)",194.5,32.26,18.5,5232,11.3,"36,353",,1 &Upper  Deck,V.Ships (Shanghai) Limited,4*22.96x18.26; 1*19.68x18.26,"7；Fr. 14, 37, 76, 114, 152, 193, 229",Ocean Adore Shipping Limited,★CSA,"BC-A (Holds Nos. 2&4 may be Empty);BWMP(MEPC.127(53));CM;CSR;ESP;Grab( 20 );In-Water Survey;Loading Computer (S, I, G);PSPC(B)",,OCEAN ADORE,"Hong Kong, China",Hong Kong,VRRE5,"China Shipping Industry(JiangSu)Co.,Ltd.",China,2017/10/19,199.9,17A0177,Bulk Carrier,14.4,78642.40 M3,5,"E/R Overhead Crane,4,1;Provision Crane,4,1;Crane,30,4",★CSM,AUT-0;BWMS;SCM,"63,646",,,"Saacke Qingdao Marine Boiler Co.,Ltd.",,1*0.6*20.7/290.4 m2,
3066,9812810,5db853805235e727f05583a9,Forecastle:20.93,2022/11/29,9L48/60CR*2;,"MAN Diesel & Turbo SE, Augsburg,Germany; MAN Diesel & Turbo SE,Augsburg,Germany",2017/2/1,9*480*10800*514,"14,897",2779,DSG 99 K1-6*1600*450*2; FE 547C-8*750*450*4;,"Lower vehicle space*(G8158.00)
;Mid. vehicle space*(G25203.00)
;Upper vehicle space*(G16657.00)",176,28.6,9,2516,6.2,"35,187",,"5&No.3,5,7,8,9 decks","Lianyungang C-K Ferry Co., Ltd.",3*,"7&Fr.Nos.7,32,60,88,200,212,226","LONGJIANG INTERNATIONAL SHIP LEASE CO., LIMITED",★CSA,AFS;BWMP;FTP;Ice Class B;PSPC(B),和谐云港,HARMONY YUNGANG,Panama,Panama,3FDF5,"Huanghai Shipbuilding Co.,Ltd.",,2017/11/30,196.27,17A0200,RO-RO Passenger Ship,20.7,50018.00 M3,3,"Ramp,140,1;Ramp,80,1",★CSM,ECM;LSFO;MCC;SCM,"7,495",,,"Alfa Laval Qingdao Ltd.,Qingdao,China",,2*0.7*/238 m2;1*0.7*38.6 m2,
3067,,5db853805235e727f05583aa,"Deckhouse:15.60,Forecastle:9.98,Poop:23.17",2024/5/8,6320ZCd-E*1;,"GUANGZHOU DIESEL ENGINE FACTORY CO.,LTD.",2018/5/28,6*320*735*365,"1,405",1575,MP-H-200-4*200*400*3;,"No.1 Cargo hold(P)*(G312.21)
;No.1 Cargo hold(S)*(G312.21)
;No.2 Cargo hold(P)*(G448.00)
;No.2 Cargo hold(S)*(G448.00)
;No.3 Cargo hold(P)*(G381.64)
;No.3 Cargo hold(S)*(G381.64)
;No.4 Cargo hold(P)*(G471.44)
;No.4 Cargo hold(S)*(G471.44)
;No.5 Cargo hold(P)*(G377.91)
;No.5 Cargo hold(S)*(G377.91)",86,14,6.5,,5,"2,510",NAN GUANG HUI TONG,"1 , Main deck","Zhoushan Yongsheng Shipping Co.,Ltd.",10*Dia. 0.8,"11 & Fr.8,30,33,35,38,55,76,93,113,129,131,135","Zhoushan Yongsheng Shipping Co.,Ltd.",★CSA,Ice Class B;Max. Cargo Temperature 65 ℃;Max. Pressure 0.021 MPa;Maximum Cargo Density 1.025 t/m3;R1;Stainless Steel,汇通33,HUI TONG 33,China,Zhoushan,BRFT,"Qifan Shiprepair-building Co., Ltd., Zhoushan",China,2019/5/9,92.95,17A0660,"Chemical Tanker,Type2",11.5,3982.40 M3,10,,★CSM,,"3,264",,,"Jiangyin Sanjie Industry Co.,Ltd.",,1*0.700*/55.00 m2;1*0.700*62.00 m2,
3068,,5db853815235e727f05583ab,Deckhouse:16.25,2022/1/2,,,,,"1,522",5055,HCM434D2*180*400*1; HFC7 566-6P*1200*400*3;,,74,32,5,1566,3.45,"5,076",,"1, Upper Deck","CCCC Marine Construction & Development Co.,Ltd.",,"5; Fr.No.2, Fr.No.5, Fr.No.19, Fr.No.24, Fr.No.28",Hong Kong Marine Construction Ltd.,★CSA,BWMP;BWMS;Ice Class B;In-Water Survey;Non-propulsion;R1 for Transiting and R2 for Operation,,DCOC-1,"Hong Kong, China",Hong Kong,VRQL4,"CCCC BOMESC Marine Industry Co.,Ltd.",China,2017/1/3,77.35,17B0017,Pile Driving Barge,,-,0,"Crane,0.9,1;Crane,3,3",,,"4,005",,,"Qingdao Marine Boiler Works Co.,Ltd.",,1*0.4*9.3 m2,
3069,9811115,5db853815235e727f05583ac,Deckhouse:20,2022/7/6,6EY26W*2;,"Yanmar Co.,Ltd.Amagasaki Plant",2016/8/15,6*260*1471*750,145,,UCM274E1*100*400*3;,,36,10.5,4.78,917,3.88,486,,1;Upper Deck,"The Second Engineering Company of CCCC Fourth Harbor Engineering Co., Ltd.",,"4;Fr.No.15,45,61,66","The Second Engineering Company of CCCC Fourth Harbor Engineering Co., Ltd.",★CSA,,粤工拖46,YUE GONG TUO 46,China,Guangzhou,,"Jiangmen Hangtong Shipbuilding Co., Ltd. of CCCC Fourth Harbor Engineering Co., Ltd.",China,2017/7/7,37,17B0086,Tug,12.5,-,0,"Crane,0.98,1",★CSM,,215,,,,,,
3070,9743332,5db853825235e727f05583ad,"Deckhouse:24.1,Forecastle:10.6",2022/6/27,W5X62*1;,"Hu Dong Heavey Machinery Co., Ltd., China",2017/3/3,5*620*7950*77,"17,284",15749,FE 547B-8*650*450*3;,"NO.1 CARGO HOLD*(G11060.90)
;NO.2 CARGO LOW HOLD*(G6556.00)
;NO.2 CARGO UPPER HOLD*(G7035.00)
;NO.3 CARGO HOLD*(G14629.90)
;NO.4 CARGO LOW HOLD*(G6537.60)
;NO.4 CARGO UPPER HOLD*(G7035.00)
;NO.5 CARGO HOLD*(G13969.90)",186.5,32.26,18.5,5627,11.3,"34,798",,"1, UPPER DECK","Nanjing Ocean Shipping Co., Ltd",1*21680×24140; 5*21320×27460; 1*17220×21260/18160,"6 & FR38, FR74, FR112, FR148, FR186, FR218",NYZND SHIPPING INC.,★CSA,"BWMP;Grab( 20 );Holds Nos.2&4 may be Empty;In-Water Survey;Loading Computer (S, I, G);PSPC(B,D);Strengthened for Heavy Cargoes",中兴门,ZHONG XING MEN,Panama,Panama,3EEN6,"Taizhou Kouan Ship Building Co., Ltd.",China,2017/6/28,189.9,17B0109,General Dry Cargo Ship,14.5,66824.30 M3,7,"E/R Overhead Crane,5,1;Provision Crane,4,1;Crane,45,4",★CSM,AUT-0;BWMS;CMS;EEDI（I）;GPR;SCM,"55,408",,,Alfa Laval Qingdao Ltd.,,1*0.6*15/251 m2,
3071,9751341,5db853835235e727f05583ae,"Deckhouse:21.24,Forecastle:13.14",2022/7/10,HHM-MAN B&M 5S60ME-C8.2*1;,"Hu Dong Heavy Machinery Co., Ltd.",2016/11/16,5*600*8050*89,"21,646",33054,1FC6 506-8SB83*645*450*3;,"NO.1 CARGO HOLD*(G13957.80)
;NO.2 CARGO HOLD*(G17658.30)
;NO.3 CARGO HOLD*(G15352.99)
;NO.4 CARGO HOLD*(G15839.60)
;NO.5 CARGO HOLD*(G15942.06)",194.5,32.26,18.5,5228,11.3,"36,413",,1 & Upper Deck,"COSCO SHIPPING Bulk Co., Ltd.",4*22.96x18.26; 1*19.68x18.26,"6；Fr. 35, 76, 114, 152, 193, 229",NING TAI HAI SHIPPING LIMITED,★CSA,"BC-A (Holds Nos. 2 & 4 may be Empty);BWMP;COMPASS (R,D,F);CSR;ESP;FTP;Grab( 20 );In-Water Survey;Loading Computer (S, I, G);PSPC(B)",,NING TAI HAI,"Hong Kong, China",Hong Kong,VRQV4,"Chengxi Shipyard Co.,Ltd.",China,2017/7/11,199.9,17B0132,Bulk Carrier,14.4,78750.75 M3,5,"Crane,4,1;E/R Overhead Crane,4,1;Crane,0.5,2;Crane,30,4",★CSM,AUT-0;BWMS;EEDI (II);EOM;PMS;SCM,"63,475",,,"Saacke Qingdao Marine Boiler Co., Ltd.",,1*0.6*16.9/237.5 m2,
3072,9731975,5db853845235e727f05583af,"Deckhouse:21.24,Forecastle:13.14",2022/10/25,HHM-MAN B&M 5S60ME-C8.2*1;,"Hu Dong Heavy Machinery Co., Ltd.",2017/6/8,5*600*8050*89,"21,646",17701,FE 547B-8*720*450*3;,"NO.1 CARGO HOLD*(G13957.80)
;NO.2 CARGO HOLD*(G17658.30)
;NO.3 CARGO HOLD*(G15353.00)
;NO.4 CARGO HOLD*(G15839.60)
;NO.5 CARGO HOLD*(G15942.10)",194.5,32.26,18.5,5228,11.3,"36,449",,1&Upper Deck,"Hong Kong Ming Wah Shipping Co., Ltd.",4*22.96x18.26; 1*19.68x18.26,"6; Fr. 35, 76, 114, 152, 193, 229",PACIFIC WEALTH SHIPPING COMPANY LIMITED,★CSA,"BC-A (Holds Nos. 2 & 4 may be Empty);BWMP;CM;CSR;ESP;FTP;Grab( 20 );In-Water Survey;Loading Computer (S, I, G);PSPC(B)",明富,PACIFIC WEALTH,"Hong Kong, China",Hong Kong,VRRE6,"Chengxi Shipyard Co.,Ltd.",China,2017/10/26,199.9,17B0178,Bulk Carrier,14.4,78750.80 M3,5,"E/R Overhead Crane,4,1;Provision Crane,4,1;Crane,30,4",★CSM,AUT-0;BWMS;CMS;EAL;EEDI (II);GPR;SCM,"63,522",,,"Saacke Qingdao Marine Boiler Co., Ltd.",2017/6/15,1*0.6*13.7/249.8 m2,
3073,9820219,5db853845235e727f05583b0,Deckhouse:22.5,2022/11/21,6L27/38*1;,"CSSC Marine Power Co.,Ltd.   Zhen jiang City, China",2017/5/12,6*270*2040*800,"1,782",114,HCM534E1*370*400*3;,"NO.1 C.TK.(P)
;NO.1 C.TK.(S)
;NO.2 C.TK.(P)
;NO.2 C.TK.(S)
;NO.3 C.TK.(P)
;NO.3 C.TK.(S)
;NO.4 C.TK.(P)
;NO.4 C.TK.(S)
;NO.5 C.TK.(P)
;NO.5 C.TK.(S)",98,16.5,8.4,2212,6.2,"4,211",,"1, Upper deck","Guangxi Wuzhou Tongzhou Shipping Transportation Co., Ltd.",10*φ0.8,"11, Fr.30,Fr.32,Fr.33,Fr.55,Fr.75,Fr.95,Fr.115,Fr.130,Fr.131,Fr.137,Fr.142","Guangxi Wuzhou Tongzhou Shipping Transportation Co., Ltd.",★CSA,"ESP;F.P. ≤ 60℃;Ice Class B;In-Water Survey;Loading Computer (S, I, D);Max. Cargo Density 1025 kg/m3;Max. Cargo Temperature 80 ℃;Max.Pressure 0.025 MPa;PSPC(B);Stainless Steel;Type 2",东桂16,DONG GUI 16,China,Wuzhou,BQPG,"Xiamen Shipbuilding Industry Co., Ltd.",China,2017/11/22,103.8,17B0201,Chemical/Oil Tanker,12,-,10,"Crane,0.5,1;Crane,2.5,1;Crane,3,1;E/R Overhead Crane,1,1",★CSM,AUT-0;VCS,"5,379",,,"Zhangjiagang Greens-shazhou Boiler Co., Ltd., China",,1*0.7*/68 m2;1*0.7*60 m2,
3074,9667370,5db853855235e727f05583b1,"Forecastle:12,Poop:26.05",2022/11/12,XCW8200ZC*2;,Chongqing Weichai Engine Works,2011/10/1,8*200*928*1000,"1,004",1912,MP-H-150-4*150*450*2;,"No.1 CARGO TK (P)
;No.1 CARGO TK (S)
;No.2 CARGO TK (P)
;No.2 CARGO TK (S)
;No.3 CARGO TK (P)
;No.3 CARGO TK (S)
;No.4 CARGO TK (P)
;No.4 CARGO TK (S)",89.8,15,6.1,1809,4.3,"2,738",BO SHUN 1,"1,Upper Deck","SMART-TRANS SHIPPING CO.,LTD.",8*Dia 1.00X0.70,"10, Fr. Nos. 133,126,122,99,78,57,36,35,31,10",CHEN’S INTERNATIONAL INVESTMENT GROUP COMPANY LIMITED,★_CSA,ESP;F.P. ≤ 60℃,,BO SHUN 1,Togo,Lome,5VFD9,"Wuxue Kaiyangxing Shipbuilding Co.,Ltd.",China,2017/11/13,96.96,17B0224,"Oil Tanker, Double Hull",,-,8,"Crane,3,1;Provision Crane,1.5,1",★_CSM_,,"3,197",,,"Jiangyin Sanjie Industry Co.,Ltd",,1*0.7*/55 m2;1*0.7*55 m2,
3075,9751755,5db853865235e727f05583b2,"Deckhouse:11.2,Forecastle:13.89,Poop:17.85",2022/1/3,6RT-flex48T-D*1;,"Qingdaohaixi Marine Diesel Co.,Ltd.,China.",2015/12/15,6*480*8730*127,"5,122",5219,HFC6 502-64K*730**1; HFC6 502-64K*730*450*2;,"No. 1 C.H.*(G17.00)*(B17.00)
;No. 2 C.H.*(G40.00)*(B40.00)
;No. 3A C.H.*(G58.00)*(B58.00)
;No. 3B C.H.*(G64.00)*(B64.00)
;No. 4A C.H.*(G64.00)*(B64.00)
;No. 4B C.H.*(G60.00)*(B60.00)
;No. 5 C.H.*(G48.00)*(B48.00)",139.6,23.25,11.5,3020,7.3,"9,998",,"2, Upper deck & Tween deck","Ningbo Ocean Shipping Co., Ltd.",1*12.640×20.200/15.306; 5*12.640×20.200; 1*12.640×12.818/7.842,"9, Fr.42, 62, 78, 97, 116, 132, 152, 169, 174","Ningbo Ocean (Hong Kong) Co.,Limited",★CSA,"BWMP;FTP;Ice Class B;In-Water Survey;Loading Computer (S, I, D);PSPC(B);SOLAS II-2 Reg19",,NEW MINGZHOU 68,"Hong Kong, China",Hong Kong,VRQH2,"Yangfan Group Co.,Ltd.",China,2017/1/4,147.9,17C0018,Container Ship,18.78,351.00/351.00 M3,7,"Crane,1.53,1;Crane,4.08,1;E/R Overhead Crane,2.50,1",★CSM,AUT-0;SCM,"13,266",,,Alfa Laval Qingdao Ltd.China.,,1*0.7*11/167 m2,dk:747;ho:351
3076,9738131,5db853865235e727f05583b3,"Deckhouse:15.2,Forecastle:21.9",2022/5/4,6S70ME-C 8.2*1;,"Dalian Marine Diesel Co.,Ltd.,China",2015/5/26,6*700*15530*85.5,"60,907",72308,FE 547C-8*900*450*3;,"No.1 Cargo hold*(G20161.10)
;No.2 Cargo hold*(G23815.30)
;No.3 Cargo hold*(G23069.00)
;No.4 Cargo hold*(G23870.70)
;No.5 Cargo hold*(G22265.30)
;No.6 Cargo hold*(G21433.70)
;No.7 Cargo hold*(G23065.70)
;No.8 Cargo hold*(G23744.50)
;No.9 Cargo hold*(G20199.90)",286.5,45,24.8,6536,16.5,"94,035",,"1, Upper Deck","COSCO SHIPPING Bulk Co., Ltd.",7*16.20 x 20.50; 1*16.20 x 16.50; 1*13.50 x 16.50,"10; Fr. No. 47, 74, 104, 133, 160, 188, 218, 247, 277, 306",XIN LI HAI SHIPPING LIMITED,★CSA,"AFS;BC-A(Holds Nos. 2,4,6&8 may be Empty);BWMP;CM;COMPASS (R,D,F);CSR;ESP;FTP;GPR;Grab(25);In-Water Survey;Loading Computer (S, I, G);PSPC(B)",,XIN LI HAI,"Hong Kong, China",Hong Kong,VRQL6,"Tianjin Xingang Shipbuilding Heavy Industry Co.,Ltd.",China,2017/5/5,292,17C0041,Bulk Carrier,14.5,201625.20 M3,9,"Crane,4.0,1;E/R Overhead Crane,6.3,1;Provision Crane,4.0,1;Provision Crane,8.0,1",★CSM,AUT-0;BWMS;CMS;EOM;NEC(II);SCM,"178,302",,,"Saacke Qingdao Marine Boiler Co.,Ltd.",,2*0.7*/39.2 m2;1*0.7*30.4/456.2 m2,
3077,9783411,5db853875235e727f05583b4,Deckhouse:9.55,2022/4/19,6G60ME-C9.5*1;,"CSSC-MES Diesel Co., Ltd., Shanghai, China",2016/8/23,6*600*11494*77,"33,866",139338,HFJ6 508-84K*900*450*3;,"NO.1 C.O.T.(P)*(G9620.81)
;NO.1 C.O.T.(S)*(G9620.81)
;NO.2 C.O.T.(P)*(G9746.09)
;NO.2 C.O.T.(S)*(G9746.09)
;No.3 C.O.T.(P)*(G11455.89)
;No.3 C.O.T.(S)*(G11455.89)
;No.4 C.O.T.(P)*(G11455.90)
;No.4 C.O.T.(S)*(G11455.90)
;No.5 C.O.T.(P)*(G11455.33)
;No.5 C.O.T.(S)*(G11455.33)
;No.6 C.O.T.(P)*(G10823.81)
;No.6 C.O.T.(S)*(G10823.81)",245.4,44,21.5,6872,13.7,"64,572",,"1, Upper Deck","COSCO SHIPPING Energy Transportation Co.,Ltd",12*1.53 x 0.78,"9;Fr.Nos.15, 56, 72, 107, 142, 177, 212, 242, 277",NANLINWAN SHIPPING PTE. LTD.,★CSA,"BWMP;COMPASS (D,R,F);CSR;ESP;Emergency Towing Arrangements;Equipped with Single Point Mooring Connecting installation;F.P. ≤ 60℃;In-Water Survey;Loading Computer (S, I, D);PSPC(B,C)",楠林湾,NAN LIN WAN,Singapore,Singapore,9V3641,Guangzhou Shipyard International Company Limited,China,2017/4/20,249.98,17C0064,"Oil Tanker, Double Hull",14.5,129115.66 M3,12,"E/R Overhead Crane,4,1;Crane,15,2;Provision Crane,4,2",★CSM,AUT-0;BWMS;COW;IGS;PMS;SCM;VCS,"109,700",,,"Jiujiang Haitian Equipment Manufacture Co., Ltd., China",,1*0.7*51.7/392 m2;2*1.6*269 m2,
3078,9790787,5db853885235e727f05583b5,"Deckhouse:8.8,Forecastle:15.4",2022/5/9,6G50ME-C9.5*1;,"Hu Dong Heavy Machinery Co.,Ltd, China",2016/9/7,6*500*9600*100,"18,216",25611,HFC6 506-84K*850*450*3;,"No.1 C.O.T.(P)*(G4054.97)
;No.1 C.O.T.(S)*(G4054.97)
;No.2 C.O.T.(P)*(G5792.58)
;No.2 C.O.T.(S)*(G5792.58)
;No.3 C.O.T.(P)*(G6777.04)
;No.3 C.O.T.(S)*(G6777.04)
;No.4 C.O.T.(P)*(G6777.04)
;No.4 C.O.T.(S)*(G6777.04)
;No.5 C.O.T.(P)*(G6777.04)
;No.5 C.O.T.(S)*(G6777.04)
;No.6 C.O.T.(P)*(G5550.63)
;No.6 C.O.T.(S)*(G5550.63)",215.4,35,18.4,5919,11.2,"39,618",,1 & Upper deck,"Shanghai North Sea Shipping Co., Ltd.",12*0.75X1.5,"8 & Frs.13,51,86,118,150,182,210,238","Shanghai North Sea Shipping Co., Ltd.",★CSA,"BWMP;COMPASS (D,R,F);CSR;ESP;Emergency Towing Arrangements;Equipped with Single Point Mooring Connecting installation;F.P. ≤ 60℃;FTP;Ice Class B;In-Water Survey;Loading Computer (S, I, D);PSPC(B,C)",北海开拓,BEI HAI KAI TUO,China,Shanghai,BPCB,Guangzhou Shipyard International Company Limited,China,2017/5/10,219.9,17C0087,"Oil Tanker, Double Hull",14.5,71458.60 M3,12,"Crane,0.5,1;Crane,15,1;E/R Overhead Crane,3.5,1;Provision Crane,4,1;Crane,0.9,4",★CSM,AUT-0;COW;IGS;PMS;SCM;VCS,"63,401",,,Alfa Laval Qingdao Ltd.,,1*0.7*17/407 m2;2*1.6*110 m2,
3079,9758583,5db853895235e727f05583b6,"Deckhouse:19.37,Forecastle:17.3",2022/7/27,6S60ME-C8.2*1;,"Hu Dong Heavy Machinery Co.,Ltd",2016/12/13,6*600*9930*90.4,"27,297",22472,1FC5 506-8TA83-Z*650*450*3;,"NO.1 CARGO HOLD*(G12529.50)
;NO.2 CARGO HOLD*(G14898.90)
;NO.3 CARGO HOLD*(G14450.80)
;NO.4 CARGO HOLD*(G12814.50)
;NO.5 CARGO HOLD*(G13986.90)
;NO.6 CARGO HOLD*(G13959.20)
;NO.7 CARGO HOLD*(G14373.70)",225.5,32.26,20.05,5629,12.2,"44,103",,1 & Upper Deck,"COSCO SHIPPING Bulk Co., Ltd.",6*17.3X15.0; 1*14.7X12.80,"8.Fr.36, Fr.69, Fr.97, Fr.126, Fr.156, Fr.186, Fr.218, Fr.249",HUA XING HAI SHIPPING LIMITED,★CSA,"BC-A(Holds Nos. 2, 4 & 6 may be Empty);BWMP;COMPASS (R,D,F);CSR;ESP;FTP;Grab( 20 );In-Water Survey;Loading Computer (S, I, G);PSPC(B)",,HUA XING HAI,"Hong Kong, China",Hong Kong,VRQS9,"Chengxi Shipyard Co.,Ltd.",China,2017/7/28,229,17C0110,Bulk Carrier,14.3,97013.50 M3,7,"Crane,4,1;E/R Overhead Crane,4,1;Provision Crane,4,1;Crane,0.5,3;Lift,0.25,4",★CSM,AUT-0;BWMS;CMS;EEDI(II);EOM;SCM,"81,108",,,"Saacke Qingdao Marine Boiler Co.,Ltd.",,1*0.7*17.8/273 m2,
3080,9738143,5db8538a5235e727f05583b7,"Deckhouse:15.2,Forecastle:21.9",2022/9/11,6S70ME-C 8.2*1;,"Dalian Marine Diesel Co.,Ltd.,China",2016/5/5,6*700*15530*85.5,"60,907",72308,FE 547C-8*900*450*3;,"No.1 Cargo hold*(G20161.10)
;No.2 Cargo hold*(G23815.30)
;No.3 Cargo hold*(G23069.00)
;No.4 Cargo hold*(G23870.70)
;No.5 Cargo hold*(G22265.30)
;No.6 Cargo hold*(G21433.70)
;No.7 Cargo hold*(G23065.70)
;No.8 Cargo hold*(G23744.50)
;No.9 Cargo hold*(G20199.90)",286.5,45,24.8,6536,16.5,"94,035",,"1, Upper Deck","COSCO SHIPPING Bulk Co., Ltd.",7*16.20 x 20.50; 1*16.20 x 16.50; 1*13.50 x 16.50,"10; Fr. No. 47, 74, 104, 133, 160, 188, 218, 247, 277, 306",XIN CHANG HAI SHIPPING LIMITED,★CSA,"AFS;BC-A(Holds Nos. 2,4,6&8 may be Empty);BWMP;CM;COMPASS (R,D,F);CSR;ESP;FTP;GPR;Grab(25);In-Water Survey;Loading Computer (S, I, G);PSPC(B)",,XIN CHANG HAI,"Hong Kong, China",Hong Kong,VRQV9,"Tianjin Xingang Shipbuilding Heavy Industry Co.,Ltd.",China,2017/9/12,292,17C0133,Bulk Carrier,14.5,201625.20 M3,9,"Crane,4.0,1;E/R Overhead Crane,6.3,1;Provision Crane,4.0,1;Provision Crane,8.0,1",★CSM,AUT-0;BWMS;CMS;EOM;NEC(II);SCM,"178,361",,,"Saacke Qingdao Marine Boiler Co.,Ltd.",,2*0.7*/39.2 m2;1*0.7*30.4/456.2 m2,
